,name,psnr,ssim
0,test004,26.55343995693302,0.8497467573994658
1,test007,25.193814126453546,0.843726815374559
2,test003,24.824607202662712,0.8390141710445289
3,test006,24.805984088124422,0.8806882439058497
4,test001,23.091478741740154,0.7623914057059883
5,test005,23.4435785140335,0.8339736417118172
6,test002,26.835946136578738,0.8676177392551109
7,Average,24.964121252360872,0.8395941106281885
